HitId,HitTitle,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Answer 11,Answer 12,Answer 13,Answer 14,Answer 15,Answer 16,Answer 17,Answer 18,Answer 19,Answer 20,Answer 21,Answer 22,Answer 23,Answer 24,Answer 25,Answer 26,Answer 27,Answer 28
2787Q67051QKGK2YDIHC8XMGMDOYE4,Determine if a statement is true or false. BONUS for correct answers!,Approved,Fri May 11 10:13:37 PDT 2012,Fri May 11 10:15:43 PDT 2012,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
2787Q67051QKGK2YDIHC8XMGMDOYE4,Determine if a statement is true or false. BONUS for correct answers!,Approved,Sat May 12 23:37:31 PDT 2012,Sat May 12 23:52:52 PDT 2012,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2787Q67051QKGK2YDIHC8XMGMDOYE4,Determine if a statement is true or false. BONUS for correct answers!,Approved,Sun May 13 12:19:01 PDT 2012,Sun May 13 12:25:07 PDT 2012,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
2787Q67051QKGK2YDIHC8XMGMDOYE4,Determine if a statement is true or false. BONUS for correct answers!,Approved,Sun May 13 19:35:40 PDT 2012,Sun May 13 19:40:16 PDT 2012,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2787Q67051QKGK2YDIHC8XMGMDOYE4,Determine if a statement is true or false. BONUS for correct answers!,Approved,Sun May 13 23:33:12 PDT 2012,Sun May 13 23:35:05 PDT 2012,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2787Q67051QKGK2YDIHC8XMGMDOYE4,Determine if a statement is true or false. BONUS for correct answers!,Approved,Mon May 14 02:04:16 PDT 2012,Mon May 14 02:08:24 PDT 2012,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
2787Q67051QKGK2YDIHC8XMGMDOYE4,Determine if a statement is true or false. BONUS for correct answers!,Approved,Mon May 14 03:59:00 PDT 2012,Mon May 14 04:01:42 PDT 2012,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2787Q67051QKGK2YDIHC8XMGMDOYE4,Determine if a statement is true or false. BONUS for correct answers!,Approved,Mon May 14 05:31:49 PDT 2012,Mon May 14 05:33:34 PDT 2012,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2787Q67051QKGK2YDIHC8XMGMDOYE4,Determine if a statement is true or false. BONUS for correct answers!,Approved,Mon May 14 06:17:43 PDT 2012,Mon May 14 06:23:22 PDT 2012,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
2787Q67051QKGK2YDIHC8XMGMDOYE4,Determine if a statement is true or false. BONUS for correct answers!,Approved,Mon May 14 08:54:29 PDT 2012,Mon May 14 08:56:47 PDT 2012,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2787Q67051QKGK2YDIHC8XMGMDOYE4,Determine if a statement is true or false. BONUS for correct answers!,Approved,Mon May 14 08:55:51 PDT 2012,Mon May 14 08:58:00 PDT 2012,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
2787Q67051QKGK2YDIHC8XMGMDOYE4,Determine if a statement is true or false. BONUS for correct answers!,Approved,Mon May 14 09:41:16 PDT 2012,Mon May 14 09:58:50 PDT 2012,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2787Q67051QKGK2YDIHC8XMGMDOYE4,Determine if a statement is true or false. BONUS for correct answers!,Approved,Mon May 14 18:01:07 PDT 2012,Mon May 14 18:02:50 PDT 2012,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2787Q67051QKGK2YDIHC8XMGMDOYE4,Determine if a statement is true or false. BONUS for correct answers!,Approved,Wed May 16 14:39:12 PDT 2012,Wed May 16 14:41:59 PDT 2012,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2787Q67051QKGK2YDIHC8XMGMDOYE4,Determine if a statement is true or false. BONUS for correct answers!,Approved,Thu May 17 07:36:35 PDT 2012,Thu May 17 07:38:33 PDT 2012,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2787Q67051QKGK2YDIHC8XMGMDOYE4,Determine if a statement is true or false. BONUS for correct answers!,Approved,Thu May 17 13:20:48 PDT 2012,Thu May 17 13:23:28 PDT 2012,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2787Q67051QKGK2YDIHC8XMGMDOYE4,Determine if a statement is true or false. BONUS for correct answers!,Approved,Thu May 17 16:35:41 PDT 2012,Thu May 17 16:38:07 PDT 2012,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
2787Q67051QKGK2YDIHC8XMGMDOYE4,Determine if a statement is true or false. BONUS for correct answers!,Approved,Thu May 17 17:02:25 PDT 2012,Thu May 17 17:04:20 PDT 2012,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
2787Q67051QKGK2YDIHC8XMGMDOYE4,Determine if a statement is true or false. BONUS for correct answers!,Approved,Thu May 17 17:21:59 PDT 2012,Thu May 17 17:25:51 PDT 2012,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
2787Q67051QKGK2YDIHC8XMGMDOYE4,Determine if a statement is true or false. BONUS for correct answers!,Approved,Fri May 18 04:55:20 PDT 2012,Fri May 18 04:59:47 PDT 2012,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2787Q67051QKGK2YDIHC8XMGMDOYE4,Determine if a statement is true or false. BONUS for correct answers!,Approved,Fri May 18 08:44:31 PDT 2012,Fri May 18 08:46:23 PDT 2012,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2787Q67051QKGK2YDIHC8XMGMDOYE4,Determine if a statement is true or false. BONUS for correct answers!,Approved,Fri May 18 15:17:14 PDT 2012,Fri May 18 15:25:06 PDT 2012,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
2787Q67051QKGK2YDIHC8XMGMDOYE4,Determine if a statement is true or false. BONUS for correct answers!,Approved,Sat May 19 09:38:30 PDT 2012,Sat May 19 09:41:05 PDT 2012,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2787Q67051QKGK2YDIHC8XMGMDOYE4,Determine if a statement is true or false. BONUS for correct answers!,Approved,Sun May 20 07:46:15 PDT 2012,Sun May 20 07:47:54 PDT 2012,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
2787Q67051QKGK2YDIHC8XMGMDOYE4,Determine if a statement is true or false. BONUS for correct answers!,Approved,Sun May 20 09:07:46 PDT 2012,Sun May 20 09:09:19 PDT 2012,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2787Q67051QKGK2YDIHC8XMGMDOYE4,Determine if a statement is true or false. BONUS for correct answers!,Approved,Sun May 20 10:24:54 PDT 2012,Sun May 20 10:28:52 PDT 2012,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
2787Q67051QKGK2YDIHC8XMGMDOYE4,Determine if a statement is true or false. BONUS for correct answers!,Approved,Sun May 20 12:21:46 PDT 2012,Sun May 20 12:25:32 PDT 2012,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
2787Q67051QKGK2YDIHC8XMGMDOYE4,Determine if a statement is true or false. BONUS for correct answers!,Approved,Sun May 20 14:02:08 PDT 2012,Sun May 20 14:04:06 PDT 2012,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2787Q67051QKGK2YDIHC8XMGMDOYE4,Determine if a statement is true or false. BONUS for correct answers!,Approved,Sun May 20 21:11:32 PDT 2012,Sun May 20 21:14:52 PDT 2012,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
