HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Answer 11,Answer 12,Answer 13,Answer 14,Answer 15,Answer 16,Answer 17,Answer 18,Answer 19,Answer 20,Answer 21,Answer 22,Answer 23,Answer 24,Answer 25,Answer 26,Answer 27,Answer 28
2J1ENLVWJ5OPFX9SROZYTWB7I22T1R,Determine if a statement is true or false. BONUS for correct answers!, ,224XKNQY2RCJO3EW63UHY0KUPNIR2R,AVEKI4WNU4ED,Approved,Fri Apr 27 14:55:08 PDT 2012,Fri Apr 27 14:59:38 PDT 2012,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2J1ENLVWJ5OPFX9SROZYTWB7I22T1R,Determine if a statement is true or false. BONUS for correct answers!, ,2TUD21O3W5XH4G0M37TK5EPLZ34GAY,AOOJY0XKNYJYZ,Approved,Sat Apr 28 07:02:06 PDT 2012,Sat Apr 28 07:49:38 PDT 2012,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2J1ENLVWJ5OPFX9SROZYTWB7I22T1R,Determine if a statement is true or false. BONUS for correct answers!, ,2PKVGULF395S03YDC4J3UYNJICEBPU,A85T1LGXNVR0M,Approved,Sat Apr 28 08:07:52 PDT 2012,Sat Apr 28 08:09:20 PDT 2012,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2J1ENLVWJ5OPFX9SROZYTWB7I22T1R,Determine if a statement is true or false. BONUS for correct answers!, ,2DGH1XERSQV6AOWMS7K3OVWA20J08J,A36RF4OOJRHVCL,Approved,Sun Apr 29 05:03:30 PDT 2012,Sun Apr 29 05:04:19 PDT 2012,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2J1ENLVWJ5OPFX9SROZYTWB7I22T1R,Determine if a statement is true or false. BONUS for correct answers!, ,2AGHOVR14IXKSZW6D65C3A6XAEU87W,AC1YT4P7U5T8N,Approved,Sun Apr 29 09:01:53 PDT 2012,Sun Apr 29 09:04:12 PDT 2012,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2J1ENLVWJ5OPFX9SROZYTWB7I22T1R,Determine if a statement is true or false. BONUS for correct answers!, ,24DF395SW6NG5C30YNEJIYF1MF8TFK,A2O543PJ8110HB,Approved,Sun Apr 29 13:50:09 PDT 2012,Sun Apr 29 13:53:39 PDT 2012,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2J1ENLVWJ5OPFX9SROZYTWB7I22T1R,Determine if a statement is true or false. BONUS for correct answers!, ,25SFK0COK2JE5JIMV90LYW6O6Q0RKF,A1IDCGG82USBYZ,Approved,Sun Apr 29 18:11:59 PDT 2012,Sun Apr 29 18:13:23 PDT 2012,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
2J1ENLVWJ5OPFX9SROZYTWB7I22T1R,Determine if a statement is true or false. BONUS for correct answers!, ,2XIYN5F3Q0JG9Q9JY1NYI49FG9KBFQ,A2Y6O9NN2TSFW7,Approved,Mon Apr 30 12:09:04 PDT 2012,Mon Apr 30 12:10:20 PDT 2012,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2J1ENLVWJ5OPFX9SROZYTWB7I22T1R,Determine if a statement is true or false. BONUS for correct answers!, ,2TTLY58B727M4FRCV641DYFS2XJ9U2,A27SAML67VPJCB,Approved,Mon Apr 30 20:09:11 PDT 2012,Mon Apr 30 20:12:04 PDT 2012,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2J1ENLVWJ5OPFX9SROZYTWB7I22T1R,Determine if a statement is true or false. BONUS for correct answers!, ,2XKSCXKNQY2RGGV3EOMEAHR0RG40P0,A3SQGLMKIFJTYG,Approved,Wed May 02 06:23:07 PDT 2012,Wed May 02 06:24:14 PDT 2012,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
2J1ENLVWJ5OPFX9SROZYTWB7I22T1R,Determine if a statement is true or false. BONUS for correct answers!, ,22KCXKNQY2RCNHH0AK53OR0K176Q10,A3KIFFIK6IKX17,Approved,Thu May 03 07:22:18 PDT 2012,Thu May 03 07:38:24 PDT 2012,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2J1ENLVWJ5OPFX9SROZYTWB7I22T1R,Determine if a statement is true or false. BONUS for correct answers!, ,21A8IUB2YU98NE3QW0UL7FBJGCXK89,A25JF6K0WTD7RD,Approved,Sat May 05 04:09:39 PDT 2012,Sat May 05 04:11:00 PDT 2012,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
2J1ENLVWJ5OPFX9SROZYTWB7I22T1R,Determine if a statement is true or false. BONUS for correct answers!, ,2IPMB3Q39Z0BAR4LHIVE2STVYERJUR,A3E219GBNASHIQ,Approved,Sat May 05 04:44:51 PDT 2012,Sat May 05 05:03:20 PDT 2012,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2J1ENLVWJ5OPFX9SROZYTWB7I22T1R,Determine if a statement is true or false. BONUS for correct answers!, ,21B85OZIZEHME70JZDH5LWPXSR6ZBK,A335L3U85P73MZ,Approved,Sat May 05 09:13:16 PDT 2012,Sat May 05 09:15:47 PDT 2012,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2J1ENLVWJ5OPFX9SROZYTWB7I22T1R,Determine if a statement is true or false. BONUS for correct answers!, ,2T12NJKM05BMNQ5E9LTG0P9RH2WGBY,AMPMKZ6489W7R,Approved,Sat May 05 19:52:04 PDT 2012,Sat May 05 19:54:31 PDT 2012,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2J1ENLVWJ5OPFX9SROZYTWB7I22T1R,Determine if a statement is true or false. BONUS for correct answers!, ,223RI8IUB2YUD5UE3ICBAL0FIENI6H,A3PCNDGSSNORJD,Approved,Sun May 06 04:42:41 PDT 2012,Sun May 06 04:49:45 PDT 2012,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2J1ENLVWJ5OPFX9SROZYTWB7I22T1R,Determine if a statement is true or false. BONUS for correct answers!, ,2LW9F9SSSHX15GZK3IWHCF8JBJCYUE,A1NYWM43P03KDL,Approved,Sun May 06 10:02:03 PDT 2012,Sun May 06 10:03:04 PDT 2012,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2J1ENLVWJ5OPFX9SROZYTWB7I22T1R,Determine if a statement is true or false. BONUS for correct answers!, ,29B51RYQM3ELUKX91XKG1FTE1OF0Z7,A5LRQSWGJVFQA,Approved,Sun May 06 12:18:25 PDT 2012,Sun May 06 12:22:06 PDT 2012,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
2J1ENLVWJ5OPFX9SROZYTWB7I22T1R,Determine if a statement is true or false. BONUS for correct answers!, ,2DN0FK0COK2JIYX409B9SRW6VU3QJD,A2FP7X9T8L79YK,Approved,Sun May 06 15:32:50 PDT 2012,Sun May 06 15:33:58 PDT 2012,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2J1ENLVWJ5OPFX9SROZYTWB7I22T1R,Determine if a statement is true or false. BONUS for correct answers!, ,2ZOZ9RNDWIOV5PIPYS4TNU13590FUE,A96XCIH9SSMZT,Approved,Sun May 06 21:05:04 PDT 2012,Sun May 06 21:06:46 PDT 2012,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
2J1ENLVWJ5OPFX9SROZYTWB7I22T1R,Determine if a statement is true or false. BONUS for correct answers!, ,2FMFJ51Y7QEO3C9N3Q3S0MOF4NGEBG,A3LC2GXXIIHSQS,Approved,Sun May 06 21:30:09 PDT 2012,Sun May 06 21:32:19 PDT 2012,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2J1ENLVWJ5OPFX9SROZYTWB7I22T1R,Determine if a statement is true or false. BONUS for correct answers!, ,2P30HFL42J1L22J8IRYM7IGFRD0M1E,A3FXUC2Q3IGE7W,Approved,Mon May 07 05:54:07 PDT 2012,Mon May 07 05:54:32 PDT 2012,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2J1ENLVWJ5OPFX9SROZYTWB7I22T1R,Determine if a statement is true or false. BONUS for correct answers!, ,21ALKH1Q6SVQCEJ5XFL6S5OB28BK1D,A1S4QKGER9EL1S,Approved,Mon May 07 08:47:43 PDT 2012,Mon May 07 08:50:18 PDT 2012,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
2J1ENLVWJ5OPFX9SROZYTWB7I22T1R,Determine if a statement is true or false. BONUS for correct answers!, ,2XLL0XULRGNTFGEJX2O5MP7ND0W4QP,A3KUUOFF0DI4WO,Approved,Tue May 08 19:10:18 PDT 2012,Tue May 08 19:12:06 PDT 2012,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2J1ENLVWJ5OPFX9SROZYTWB7I22T1R,Determine if a statement is true or false. BONUS for correct answers!, ,25PX2Q45UUKQSVRKTLSNZ8OG7ZNBTR,ANGLF7O4QLE8O,Approved,Wed May 09 03:47:21 PDT 2012,Wed May 09 03:49:44 PDT 2012,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
